make,price,Cluster
Volkswagen,29495,7
Volkswagen,29750,7
Volkswagen,36682,7
Volkswagen,29995,7
Volkswagen,25500,7
Volkswagen,33507,7
Volkswagen,33846,7
Volkswagen,33996,7
Volkswagen,36295,7
Volkswagen,32907,7
Volkswagen,33892,7
Volkswagen,33954,7
Volkswagen,34595,7
Volkswagen,34907,7
Volkswagen,34995,7
Volkswagen,35649,7
Volkswagen,36461,7
Volkswagen,40229,7
Volkswagen,31392,7
Volkswagen,33907,7
Volkswagen,34507,7
Volkswagen,35997,7
Volkswagen,36124,7
Volkswagen,36681,7
Volkswagen,37507,7
Volkswagen,37907,7
Volkswagen,37999,7
Volkswagen,38888,7
Volkswagen,28988,7
Volkswagen,26995,7
Volkswagen,30993,7
Volkswagen,32222,7
Volkswagen,34907,7
Volkswagen,36270,7
Volkswagen,36993,7
Volkswagen,29841,7
Volkswagen,30374,7
Volkswagen,33907,7
Volkswagen,29988,7
Volkswagen,25907,7
Volkswagen,42907,7
Volkswagen,40900,7
Volkswagen,35795,7
Volkswagen,33900,7
Volkswagen,38250,7
Volkswagen,35500,7
Volkswagen,38900,7
Volkswagen,30700,7
Volkswagen,33900,7
Volkswagen,34980,7
Volkswagen,0,5
Volkswagen,0,5
Volkswagen,31997,7
Volkswagen,38330,7
Volkswagen,35998,7
Volkswagen,35990,7
Volkswagen,37500,7
Volkswagen,30995,7
Volkswagen,34907,7
Volkswagen,38507,7
Volkswagen,33907,7
Volkswagen,30977,7
Volkswagen,33507,7
Volkswagen,31907,7
Volkswagen,34907,7
Volkswagen,33907,7
Volkswagen,34507,7
Volkswagen,37507,7
Volkswagen,37907,7
Volkswagen,32831,7
Volkswagen,27987,7
Volkswagen,38500,7
Volkswagen,34987,7
Volkswagen,39888,7
Volkswagen,36888,7
Volkswagen,35990,7
Volkswagen,30705,7
Volkswagen,31912,7
Volkswagen,24995,7
Volkswagen,29812,7
Volkswagen,28499,7
Volkswagen,32907,7
Volkswagen,26972,7
Volkswagen,26297,7
Volkswagen,23888,7
Volkswagen,27175,7
Volkswagen,29413,7
Volkswagen,23650,7
Volkswagen,23998,7
Volkswagen,24597,7
Volkswagen,29692,7
Volkswagen,26988,7
Volkswagen,22495,7
Volkswagen,29692,7
Volkswagen,23995,7
Volkswagen,26498,7
Volkswagen,27777,7
Volkswagen,23950,7
Volkswagen,22888,7
Volkswagen,15669,6
Volkswagen,22975,7
Volkswagen,22512,7
Volkswagen,21692,7
Volkswagen,13669,6
Volkswagen,18449,6
Volkswagen,21692,7
Volkswagen,24995,7
Volkswagen,0,5
Volkswagen,22222,7
Volkswagen,22907,7
Volkswagen,22888,7
Volkswagen,22888,7
Volkswagen,38500,7
Volkswagen,41978,7
Volkswagen,36498,7
Volkswagen,37975,7
Volkswagen,29507,7
Volkswagen,32844,7
Volkswagen,33520,7
Volkswagen,35263,7
Volkswagen,38322,7
Volkswagen,36999,7
Volkswagen,28507,7
Volkswagen,36995,7
Volkswagen,38907,7
Volkswagen,33995,7
Volkswagen,40907,7
Volkswagen,41978,7
Volkswagen,32900,7
Volkswagen,38900,7
Volkswagen,32900,7
Volkswagen,36910,7
Volkswagen,32208,7
Volkswagen,39997,7
Volkswagen,39988,7
Volkswagen,37910,7
Volkswagen,36910,7
Volkswagen,36910,7
Volkswagen,148,5
Volkswagen,28507,7
Volkswagen,38907,7
Volkswagen,17527,6
Volkswagen,42907,7
Volkswagen,42907,7
Volkswagen,43907,7
Volkswagen,41907,7
Volkswagen,41978,7
Volkswagen,36898,7
Volkswagen,36987,7
Volkswagen,41978,7
Volkswagen,27888,7
Volkswagen,20788,7
Volkswagen,20937,7
Volkswagen,21912,7
Volkswagen,22507,7
Volkswagen,25993,7
Volkswagen,26888,7
Volkswagen,25500,7
Volkswagen,27384,7
Volkswagen,28930,7
Volkswagen,32098,7
Volkswagen,19998,6
Volkswagen,23507,7
Volkswagen,23507,7
Volkswagen,27988,7
Volkswagen,28608,7
Volkswagen,27900,7
Volkswagen,27407,7
Volkswagen,30000,7
Volkswagen,30000,7
Volkswagen,24588,7
Volkswagen,27910,7
Volkswagen,24588,7
Volkswagen,23507,7
Volkswagen,23507,7
Volkswagen,24588,7
Volkswagen,18891,6
Volkswagen,19992,6
Volkswagen,18978,6
Volkswagen,27888,7
Volkswagen,24588,7
Volkswagen,18988,6
Volkswagen,16980,6
Volkswagen,17578,6
Volkswagen,21777,7
Volkswagen,19888,6
Volkswagen,21888,7
Volkswagen,23888,7
Volkswagen,24888,7
Volkswagen,15482,6
Volkswagen,16988,6
Volkswagen,17295,6
Volkswagen,17907,6
Volkswagen,17988,6
Volkswagen,19507,6
Volkswagen,20692,7
Volkswagen,17900,6
Volkswagen,18888,6
Volkswagen,19988,6
Volkswagen,19998,6
Volkswagen,20507,7
Volkswagen,20516,7
Volkswagen,20681,7
Volkswagen,20949,7
Volkswagen,22900,7
Volkswagen,25930,7
Volkswagen,28346,7
Volkswagen,24403,7
Volkswagen,18600,6
Volkswagen,16997,6
Volkswagen,16999,6
Volkswagen,19806,6
Volkswagen,20907,7
Volkswagen,20993,7
Volkswagen,14394,6
Volkswagen,16907,6
Volkswagen,26358,7
Volkswagen,19499,6
Volkswagen,19669,6
Volkswagen,19999,6
Volkswagen,21900,7
Volkswagen,22900,7
Volkswagen,24900,7
Volkswagen,22888,7
Volkswagen,17950,6
Volkswagen,15995,6
Volkswagen,15998,6
Volkswagen,20577,7
Volkswagen,26250,7
Volkswagen,17995,6
Volkswagen,20900,7
Volkswagen,19998,6
Volkswagen,15998,6
Volkswagen,17999,6
Volkswagen,23999,7
Volkswagen,19998,6
Volkswagen,18906,6
Volkswagen,23999,7
Volkswagen,23999,7
Volkswagen,24995,7
Volkswagen,16907,6
Volkswagen,17507,6
Volkswagen,19507,6
Volkswagen,20507,7
Volkswagen,20907,7
Volkswagen,21488,7
Volkswagen,18900,6
Volkswagen,18900,6
Volkswagen,17900,6
Volkswagen,14996,6
Volkswagen,24995,7
Volkswagen,17578,6
Volkswagen,18980,6
Volkswagen,19888,6
Volkswagen,19888,6
Volkswagen,22888,7
Volkswagen,24888,7
Volkswagen,25995,7
Volkswagen,23999,7
Volkswagen,23999,7
Volkswagen,24987,7
Volkswagen,27888,7
Volkswagen,27888,7
Volkswagen,18792,6
Volkswagen,19800,6
Volkswagen,21588,7
Volkswagen,24492,7
Volkswagen,24870,7
Volkswagen,25813,7
Volkswagen,25988,7
Volkswagen,25844,7
Volkswagen,27601,7
Volkswagen,29414,7
Volkswagen,30907,7
Volkswagen,17249,6
Volkswagen,18507,6
Volkswagen,18907,6
Volkswagen,18907,6
Volkswagen,19997,6
Volkswagen,20988,7
Volkswagen,22417,7
Volkswagen,22907,7
Volkswagen,23192,7
Volkswagen,23745,7
Volkswagen,24962,7
Volkswagen,17194,6
Volkswagen,19700,6
Volkswagen,22489,7
Volkswagen,24507,7
Volkswagen,26785,7
Volkswagen,26900,7
Volkswagen,26907,7
Volkswagen,27900,7
Volkswagen,27907,7
Volkswagen,28265,7
Volkswagen,28993,7
Volkswagen,17903,6
Volkswagen,18507,6
Volkswagen,21176,7
Volkswagen,30988,7
Volkswagen,27988,7
Volkswagen,26497,7
Volkswagen,25907,7
Volkswagen,32900,7
Volkswagen,26497,7
Volkswagen,29324,7
Volkswagen,24700,7
Volkswagen,24700,7
Volkswagen,27500,7
Volkswagen,19900,6
Volkswagen,25851,7
Volkswagen,23900,7
Volkswagen,24700,7
Volkswagen,25997,7
Volkswagen,28999,7
Volkswagen,28488,7
Volkswagen,30255,7
Volkswagen,27907,7
Volkswagen,17350,6
Volkswagen,18995,6
Volkswagen,21995,7
Volkswagen,24507,7
Volkswagen,26907,7
Volkswagen,27907,7
Volkswagen,18507,6
Volkswagen,29414,7
Volkswagen,30907,7
Volkswagen,18907,6
Volkswagen,22907,7
Volkswagen,25416,7
Volkswagen,17249,6
Volkswagen,23745,7
Volkswagen,24995,7
Volkswagen,27888,7
Volkswagen,27888,7
Volkswagen,27888,7
Volvo,28588,8
Volvo,31399,2
Volvo,36900,7
Volvo,36900,7
Volvo,28495,8
Volvo,32500,2
Volvo,32500,2
Volvo,32500,2
Volvo,33900,2
Volvo,32500,2
Volvo,30666,2
Volvo,33988,2
Volvo,30666,2
Volvo,39736,7
Volvo,29536,2
Volvo,31888,2
Volvo,32999,2
Volvo,32907,2
Volvo,39736,7
Volvo,29536,2
Volvo,44056,1
Volvo,35439,7
Volvo,42988,1
Volvo,38999,7
Volvo,37986,7
Volvo,47669,9
Volvo,31446,2
Volvo,37999,7
Volvo,36888,7
Volvo,35500,7
Volvo,38895,7
Volvo,39980,7
Volvo,39980,7
Volvo,44056,1
Volvo,39980,7
Volvo,29900,2
Volvo,36500,7
Acura,28899,2
Acura,27499,8
Acura,46596,9
Acura,38488,7
Acura,32499,2
Acura,42500,1
Acura,38594,7
Acura,35899,7
Acura,41998,1
Acura,31499,2
Acura,37896,7
Acura,39988,7
Acura,41788,1
Acura,41888,1
Acura,41988,1
Acura,43988,1
Acura,43988,1
Acura,48425,9
Acura,38900,7
Acura,34500,7
Acura,39300,7
Acura,34900,7
Acura,31900,2
Acura,32900,2
Acura,33900,2
Acura,37995,7
Acura,41997,1
Acura,35997,7
Acura,41997,1
Acura,41999,1
Acura,41999,1
Acura,43999,1
Acura,43999,1
Acura,37999,7
Acura,36997,7
Acura,37154,7
Acura,37998,7
Acura,33987,2
Acura,32997,2
Acura,35488,7
Acura,35488,7
Acura,42907,1
Acura,32899,2
Acura,35910,7
Acura,31850,2
Acura,32888,2
Acura,30888,2
Acura,40349,1
Acura,40398,1
Acura,31995,2
Acura,37988,7
Acura,36588,7
Acura,32900,2
Acura,33900,2
Acura,33900,2
Acura,29595,2
Acura,31500,2
Acura,33900,2
Acura,40900,1
Acura,28500,8
Acura,35500,7
Acura,39998,7
Acura,39997,7
Acura,39997,7
Acura,38050,7
Acura,35260,7
Acura,41999,1
Acura,33487,2
Acura,37999,7
Acura,0,5
Acura,37910,7
Acura,31888,2
Acura,37988,7
Acura,42907,1
Acura,36647,7
Acura,40495,1
Acura,42995,1
Acura,35537,7
Acura,30999,2
Acura,35999,7
Acura,34997,7
Acura,34997,7
Acura,35988,7
Acura,36988,7
Acura,33900,2
Acura,30900,2
Acura,31900,2
Acura,34500,7
Acura,27900,8
Acura,29980,2
Acura,35888,7
Acura,29500,2
Acura,29900,2
Acura,29900,2
Acura,33900,2
Acura,28900,2
Acura,35998,7
Acura,33907,2
Acura,35480,7
Acura,31907,2
Audi,29507,2
Audi,33998,2
Audi,33995,2
Audi,30907,2
Audi,26400,8
Audi,29507,2
Audi,27977,8
Audi,26800,8
Audi,26948,8
Audi,31507,2
Audi,30507,2
Audi,31907,2
Audi,44888,1
Audi,29507,2
Audi,29907,2
Audi,30507,2
Audi,34895,7
Audi,0,5
Audi,0,5
Audi,29507,2
Audi,29907,2
Audi,30507,2
Audi,30507,2
Audi,31907,2
Audi,39900,7
Audi,31907,2
Audi,37907,7
Audi,38669,7
Audi,38775,7
Audi,35907,7
Audi,33507,2
Audi,34900,7
Audi,35907,7
Audi,38775,7
Audi,40000,7
Audi,35907,7
Audi,33507,2
Audi,35907,7
Audi,57095,0
Audi,40900,1
Audi,39989,7
Audi,54750,0
Audi,54750,0
Audi,51900,9
Audi,52907,9
Audi,52907,9
Audi,52907,9
Audi,29988,2
Audi,26900,8
Audi,28350,8
Audi,28507,8
Audi,28907,2
Audi,29399,2
Audi,29507,2
Audi,29724,2
Audi,29907,2
Audi,29907,2
Audi,30507,2
Audi,30907,2
Audi,30907,2
Audi,31995,2
Audi,32500,2
Audi,29507,2
Audi,29900,2
Audi,30477,2
Audi,31997,2
Audi,32507,2
Audi,33600,2
Audi,33750,2
Audi,35996,7
Audi,36700,7
Audi,33949,2
Audi,34907,7
Audi,38250,7
Audi,25907,8
Audi,26499,8
Audi,26850,8
Audi,26900,8
Audi,26907,8
Audi,27507,8
Audi,28507,8
Audi,29900,2
Audi,29900,2
Audi,29506,2
Audi,29895,2
Audi,29907,2
Audi,32999,2
Audi,31949,2
Audi,29900,2
Audi,29998,2
Audi,31500,2
Audi,31999,2
Audi,25907,8
Audi,26907,8
Audi,27507,8
Audi,28507,8
Audi,29907,2
Audi,28907,2
Audi,30507,2
Audi,30907,2
Audi,28507,8
Audi,29900,2
Audi,34907,7
Audi,30699,2
Audi,35789,7
Audi,36999,7
Audi,30689,2
Audi,30999,2
Audi,32998,2
Audi,34900,7
Audi,35996,7
Audi,29900,2
Audi,29900,2
Audi,37880,7
Audi,28507,8
Audi,28900,2
Audi,28907,2
Audi,28907,2
Audi,28988,2
Audi,29507,2
Audi,29507,2
Audi,29900,2
Audi,30507,2
Audi,30907,2
Audi,30907,2
Audi,31907,2
Audi,35507,7
Audi,35699,7
Audi,35995,7
Audi,36850,7
Audi,34404,7
Audi,34937,7
Audi,36995,7
Audi,38500,7
Audi,39900,7
Audi,40000,7
Audi,40250,7
Audi,41000,1
Audi,38499,7
Audi,26507,8
Audi,26900,8
Audi,27900,8
Audi,27907,8
Audi,28507,8
Audi,28900,2
Audi,28900,2
Audi,28907,2
Audi,29507,2
Audi,29507,2
Audi,29507,2
Audi,29907,2
Audi,31500,2
Audi,30907,2
Audi,32907,2
Audi,33350,2
Audi,33535,2
Audi,33895,2
Audi,34995,7
Audi,35995,7
Audi,36507,7
Audi,36907,7
Audi,38213,7
Audi,36999,7
Audi,36900,7
Audi,36900,7
Audi,38880,7
Audi,29996,2
Audi,29500,2
Audi,34598,7
Audi,35499,7
Audi,0,5
Audi,37999,7
Audi,40999,1
Audi,31905,2
Audi,28907,2
Audi,27885,8
Audi,26507,8
Audi,27907,8
Audi,28507,8
Audi,28907,2
Audi,29507,2
Audi,29507,2
Audi,29507,2
Audi,30907,2
Audi,32907,2
Audi,36507,7
Audi,36907,7
Audi,36977,7
Audi,28507,8
Audi,28900,2
Audi,28900,2
Audi,29900,2
Audi,30907,2
Audi,30907,2
Audi,31907,2
Audi,35507,7
Audi,34998,7
Audi,36900,7
Audi,36999,7
Audi,38909,7
Audi,39900,7
Audi,31909,2
Audi,36999,7
Audi,43009,1
Audi,28500,8
Audi,41988,1
Audi,36450,7
Audi,36987,7
Audi,35022,7
Audi,44507,1
Audi,44692,1
Audi,44900,1
Audi,44900,1
Audi,48999,9
Audi,48999,9
Audi,41507,1
Audi,48999,9
Audi,42907,1
Audi,43507,1
Audi,44507,1
Audi,44692,1
Audi,44907,1
Audi,44907,1
Audi,39907,7
Audi,47507,9
Audi,51414,9
Audi,42907,1
Audi,43507,1
Audi,44507,1
Audi,44692,1
Audi,44907,1
Audi,44907,1
Audi,39907,7
Audi,47507,9
Audi,51414,9
Audi,51907,9
Audi,48407,9
Audi,42907,1
Audi,43507,1
Audi,44507,1
Audi,44907,1
Audi,44907,1
Audi,39907,7
Audi,47507,9
Audi,51414,9
Audi,48477,9
Audi,44900,1
Audi,44900,1
Audi,54650,0
Audi,54650,0
Audi,54692,0
Audi,54692,0
Audi,54907,0
Audi,56507,0
Audi,54692,0
Audi,54907,0
Audi,56507,0
Audi,58999,0
Audi,54907,0
Audi,56507,0
Audi,36998,7
Audi,46995,9
Audi,50995,9
Audi,48907,9
Audi,46507,9
Audi,46987,9
Audi,50995,9
Audi,48497,9
Audi,48907,9
Audi,46507,9
Audi,57907,0
Audi,69895,3
Audi,69895,3
Audi,42000,1
Audi,37900,7
Audi,39999,7
Audi,44507,1
Audi,42998,1
Audi,44507,1
Audi,37900,7
Audi,74997,3
BMW,35500,7
BMW,35500,7
BMW,30949,2
BMW,32598,2
BMW,37949,7
BMW,32449,2
BMW,35819,7
BMW,36949,7
BMW,59630,0
BMW,35949,7
BMW,36637,7
BMW,28949,2
BMW,34949,7
BMW,35500,7
BMW,38447,7
BMW,38907,7
BMW,38322,7
BMW,35500,7
BMW,35500,7
BMW,31919,2
BMW,31949,2
BMW,31949,2
BMW,32319,2
BMW,32649,2
BMW,32949,2
BMW,32949,2
BMW,33819,2
BMW,33949,2
BMW,33949,2
BMW,33949,2
BMW,34000,2
BMW,34319,7
BMW,34819,7
BMW,34949,7
BMW,35000,7
BMW,35819,7
BMW,35949,7
BMW,36214,7
BMW,36449,7
BMW,36949,7
BMW,36949,7
BMW,36949,7
BMW,37949,7
BMW,37949,7
BMW,38419,7
BMW,38449,7
BMW,38519,7
BMW,48949,9
BMW,49949,9
BMW,50937,9
BMW,51949,9
BMW,51999,9
BMW,52519,9
BMW,53819,9
BMW,53949,9
BMW,57019,0
BMW,29949,2
BMW,31949,2
BMW,32949,2
BMW,33949,2
BMW,33949,2
BMW,45949,9
BMW,30711,2
BMW,30711,2
BMW,50900,9
BMW,53996,9
BMW,56996,0
BMW,34900,7
BMW,51995,9
BMW,30711,2
BMW,51995,9
BMW,104,5
BMW,104,5
BMW,0,5
BMW,37910,7
BMW,41907,1
BMW,56907,0
BMW,58907,0
BMW,58907,0
BMW,58910,0
BMW,60910,0
BMW,35980,7
BMW,35980,7
BMW,40500,1
BMW,35980,7
BMW,35980,7
BMW,104,5
BMW,32819,2
BMW,32819,2
BMW,35519,7
BMW,38649,7
BMW,46949,9
BMW,36948,7
BMW,37076,7
BMW,46949,9
BMW,63999,0
BMW,49995,9
BMW,45949,9
BMW,46949,9
BMW,46949,9
BMW,41819,1
BMW,41919,1
BMW,41989,1
BMW,43319,1
BMW,45949,9
BMW,99949,4
BMW,45949,9
BMW,96900,4
BMW,36995,7
BMW,113999,4
BMW,42996,1
BMW,95990,4
BMW,99995,4
BMW,39910,7
BMW,65900,0
BMW,66949,0
BMW,67949,3
BMW,68019,3
BMW,69949,3
BMW,80907,3
BMW,69949,3
BMW,78259,3
BMW,104910,4
BMW,71910,3
BMW,87910,4
BMW,80907,3
BMW,26796,8
BMW,26949,8
BMW,27519,8
BMW,27949,8
BMW,27949,8
BMW,27949,8
BMW,28649,8
BMW,29507,2
BMW,29619,2
BMW,29649,2
BMW,29649,2
BMW,29819,2
BMW,29949,2
BMW,29949,2
BMW,29949,2
BMW,29949,2
BMW,30619,2
BMW,30919,2
BMW,30919,2
BMW,30949,2
BMW,30949,2
BMW,30949,2
BMW,30949,2
BMW,30949,2
BMW,30949,2
BMW,30989,2
BMW,31179,2
BMW,31214,2
BMW,31819,2
BMW,31819,2
BMW,32519,2
BMW,32619,2
BMW,22949,6
BMW,27948,8
BMW,27949,8
BMW,27949,8
BMW,27949,8
BMW,28449,8
BMW,28949,2
BMW,29448,2
BMW,30999,2
BMW,32999,2
BMW,30320,2
BMW,0,5
BMW,31410,2
BMW,34903,7
BMW,29998,2
BMW,29507,2
BMW,31690,2
BMW,37949,7
BMW,38900,7
BMW,27819,8
BMW,27819,8
BMW,28949,2
BMW,28949,2
BMW,29019,2
BMW,29992,2
BMW,31214,2
BMW,31699,2
BMW,31949,2
BMW,31994,2
BMW,38900,7
BMW,28949,2
BMW,29996,2
BMW,30477,2
BMW,64997,0
BMW,54995,0
BMW,60819,0
BMW,48619,9
BMW,30819,2
BMW,31689,2
BMW,31949,2
BMW,32819,2
BMW,32949,2
BMW,32949,2
BMW,33949,2
BMW,33949,2
BMW,33949,2
BMW,34819,7
BMW,34907,7
BMW,34949,7
BMW,35919,7
BMW,35949,7
BMW,35949,7
BMW,35949,7
BMW,36519,7
BMW,36549,7
BMW,36819,7
BMW,36949,7
BMW,36949,7
BMW,36949,7
BMW,37449,7
BMW,37449,7
BMW,37949,7
BMW,37949,7
BMW,37949,7
BMW,37949,7
BMW,37949,7
BMW,38819,7
BMW,38949,7
BMW,39330,7
BMW,39619,7
BMW,40449,1
BMW,40489,1
BMW,40519,1
BMW,44449,1
BMW,29949,2
BMW,29949,2
BMW,30949,2
BMW,31948,2
BMW,31949,2
BMW,32791,2
BMW,32947,2
BMW,32949,2
BMW,32949,2
BMW,32949,2
BMW,32949,2
BMW,32949,2
BMW,33256,2
BMW,33507,2
BMW,33949,2
BMW,34449,7
BMW,34949,7
BMW,35951,7
BMW,34497,7
BMW,34497,7
BMW,46995,9
BMW,58999,0
BMW,72999,3
BMW,35999,7
BMW,44900,1
BMW,36996,7
BMW,66997,0
BMW,66997,0
BMW,68910,3
BMW,69910,3
BMW,34500,7
BMW,37910,7
BMW,29413,2
BMW,33507,2
BMW,34500,7
BMW,32668,2
BMW,64319,0
BMW,69819,3
BMW,46949,9
BMW,47219,9
BMW,49949,9
BMW,49989,9
BMW,38949,7
BMW,39949,7
BMW,42730,1
BMW,44319,1
BMW,45949,9
BMW,35948,7
BMW,36949,7
BMW,36949,7
BMW,37949,7
BMW,43900,1
BMW,41996,1
BMW,64910,0
BMW,57910,0
BMW,62988,0
BMW,48500,9
BMW,39119,7
BMW,40844,1
BMW,41949,1
BMW,46949,9
BMW,47507,9
BMW,48499,9
BMW,49819,9
BMW,49919,9
BMW,49949,9
BMW,50949,9
BMW,50949,9
BMW,52819,9
BMW,52949,9
BMW,52949,9
BMW,53949,9
BMW,55949,0
BMW,55949,0
BMW,55949,0
BMW,56319,0
BMW,57919,0
BMW,58019,0
BMW,40844,1
BMW,45507,1
BMW,46949,9
BMW,47949,9
BMW,49949,9
BMW,51949,9
BMW,52949,9
BMW,52949,9
BMW,53949,9
BMW,53949,9
BMW,55949,0
BMW,45910,9
BMW,51999,9
BMW,55999,0
BMW,63996,0
BMW,47996,9
BMW,51888,9
BMW,88910,4
BMW,60910,0
BMW,45910,9
BMW,45910,9
BMW,45910,9
BMW,47900,9
BMW,50907,9
BMW,53910,9
BMW,57907,0
BMW,59907,0
BMW,57995,0
BMW,64488,0
BMW,45507,1
BMW,51888,9
BMW,70819,3
BMW,55996,0
BMW,59900,0
BMW,64900,0
BMW,61949,0
BMW,64900,0
BMW,77996,3
BMW,64900,0
BMW,61910,0
BMW,66907,0
BMW,64900,0
BMW,57998,0
BMW,29949,2
Buick,36997,7
Buick,32133,2
Buick,32459,2
Buick,35535,7
Buick,35499,7
Buick,36998,7
Buick,35499,7
Buick,36552,7
Buick,38418,7
Buick,37498,7
Buick,34700,7
Buick,34409,7
Buick,27988,8
Buick,27698,8
Buick,21595,6
Buick,24452,8
Buick,24037,8
Buick,24995,8
Buick,25588,8
Buick,28991,2
Buick,19500,6
Buick,20499,6
Buick,24698,8
Buick,24698,8
Buick,22495,6
Buick,22795,6
Buick,25599,8
Buick,25698,8
Buick,18899,6
Buick,19012,6
Buick,15950,6
Buick,20910,6
Buick,22995,6
Buick,20680,6
Buick,26998,8
Buick,20680,6
Buick,24680,8
Buick,26998,8
Buick,26998,8
Buick,26998,8
Buick,31488,2
Buick,20680,6
Buick,24680,8
Buick,23999,8
Buick,21694,6
Buick,20680,6
Buick,24680,8
Buick,28988,2
Buick,26998,8
Buick,25999,8
Buick,28987,2
Buick,25899,8
Buick,29220,2
Buick,32498,2
Buick,26900,8
Buick,27990,8
Buick,29959,2
Buick,25499,8
Buick,31999,2
Buick,23980,8
Buick,31910,2
Buick,26900,8
Cadillac,31988,2
Cadillac,34099,7
Cadillac,36479,7
Cadillac,36981,7
Cadillac,33608,2
Cadillac,28788,2
Cadillac,28788,2
Cadillac,28788,2
Cadillac,34498,7
Cadillac,34498,7
Cadillac,34995,7
Cadillac,34498,7
Cadillac,61000,0
Cadillac,61000,0
Cadillac,63637,0
Cadillac,65998,0
Cadillac,61000,0
Cadillac,52900,9
Cadillac,53907,9
Cadillac,65995,0
Cadillac,65995,0
Cadillac,61000,0
Cadillac,65995,0
Cadillac,65800,0
Cadillac,61500,0
Cadillac,61999,0
Cadillac,65800,0
Cadillac,65800,0
Cadillac,65800,0
Cadillac,31198,2
Cadillac,36697,7
Cadillac,30959,2
Cadillac,42587,1
Cadillac,42587,1
Cadillac,34168,7
Cadillac,31498,2
Cadillac,42988,1
Cadillac,35997,7
Cadillac,35997,7
Cadillac,28980,2
Cadillac,34996,7
Cadillac,31997,2
Cadillac,29988,2
Cadillac,29988,2
Cadillac,32907,2
Cadillac,34599,7
Cadillac,35499,7
Cadillac,36843,7
Cadillac,36899,7
Cadillac,39698,7
Cadillac,38657,7
Cadillac,29900,2
Cadillac,29988,2
Cadillac,30495,2
Cadillac,34995,7
Cadillac,40998,1
Cadillac,30495,2
Cadillac,34995,7
Cadillac,40998,1
Cadillac,36400,7
Cadillac,31980,2
Cadillac,31980,2
Cadillac,34510,7
Cadillac,38492,7
Cadillac,30495,2
Cadillac,34995,7
Cadillac,40998,1
Cadillac,38131,7
Cadillac,38477,7
Cadillac,27998,8
Cadillac,40870,1
Cadillac,44599,1
Cadillac,44698,1
Cadillac,46952,9
Cadillac,47199,9
Cadillac,47999,9
Cadillac,44791,1
Cadillac,45995,9
Cadillac,38998,7
Cadillac,45998,9
Cadillac,46952,9
Cadillac,46885,9
Cadillac,39998,7
Cadillac,47995,9
Cadillac,46885,9
Cadillac,39998,7
Cadillac,47995,9
Cadillac,46885,9
Cadillac,39998,7
Cadillac,47995,9
Cadillac,40997,1
Cadillac,0,5
Cadillac,44710,1
Cadillac,44995,1
Cadillac,43999,1
Cadillac,45999,9
Cadillac,43500,1
Chevrolet,35800,7
Chevrolet,35800,7
Chevrolet,26453,8
Chevrolet,36795,7
Chevrolet,35988,7
Chevrolet,36437,7
Chevrolet,38814,7
Chevrolet,40543,1
Chevrolet,32558,2
Chevrolet,33859,2
Chevrolet,35800,7
Chevrolet,29999,2
Chevrolet,29999,2
Chevrolet,37995,7
Chevrolet,27995,8
Chevrolet,29495,2
Chevrolet,29680,2
Chevrolet,31708,2
Chevrolet,31708,2
Chevrolet,32980,2
Chevrolet,35800,7
Chevrolet,30995,2
Chevrolet,40680,1
Chevrolet,29999,2
Chevrolet,29680,2
Chevrolet,39680,7
Chevrolet,39680,7
Chevrolet,40680,1
Chevrolet,29999,2
Chevrolet,29995,2
Chevrolet,34888,7
Chevrolet,35999,7
Chevrolet,38897,7
Chevrolet,29680,2
Chevrolet,39680,7
Chevrolet,39680,7
Chevrolet,40680,1
Chevrolet,29680,2
Chevrolet,39680,7
Chevrolet,39680,7
Chevrolet,40680,1
Chevrolet,29999,2
Chevrolet,29995,2
Chevrolet,34888,7
Chevrolet,35999,7
Chevrolet,23988,8
Chevrolet,22912,6
Chevrolet,23259,8
Chevrolet,23259,8
Chevrolet,24988,8
Chevrolet,24988,8
Chevrolet,24995,8
Chevrolet,34477,7
Chevrolet,58680,0
Chevrolet,98980,4
Chevrolet,107680,4
Chevrolet,58680,0
Chevrolet,97999,4
Chevrolet,107000,4
Chevrolet,98680,4
Chevrolet,84800,3
Chevrolet,103800,4
Chevrolet,30800,2
Chevrolet,58680,0
Chevrolet,97999,4
Chevrolet,107000,4
Chevrolet,98680,4
Chevrolet,84800,3
Chevrolet,103800,4
Chevrolet,58680,0
Chevrolet,97999,4
Chevrolet,107000,4
Chevrolet,98680,4
Chevrolet,84800,3
Chevrolet,103800,4
Chevrolet,58680,0
Chevrolet,97999,4
Chevrolet,107000,4
Chevrolet,98680,4
Chevrolet,84800,3
Chevrolet,103800,4
Chevrolet,36777,7
Chevrolet,37696,7
Chevrolet,37989,7
Chevrolet,41196,1
Chevrolet,40818,1
Chevrolet,42988,1
Chevrolet,37587,7
Chevrolet,41995,1
Chevrolet,41988,1
Chevrolet,42681,1
Chevrolet,43987,0
Chevrolet,35980,7
Chevrolet,41995,1
Chevrolet,38700,7
Chevrolet,43680,0
Chevrolet,40699,1
Chevrolet,33680,2
Chevrolet,43680,0
Chevrolet,42490,1
Chevrolet,40699,1
Chevrolet,33680,2
Chevrolet,43680,0
Chevrolet,43889,0
Chevrolet,40699,1
Chevrolet,33680,2
Chevrolet,43680,0
Chevrolet,37980,7
Chevrolet,38836,7
Chevrolet,36978,7
Chevrolet,30998,2
Chevrolet,35980,7
Chevrolet,44580,0
